state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Meghalaya,Bamboo Craft,66767,11,2022,Northeast,65932,25.467,91.3662
Mizoram,Mizo Bamboo Dance,84134,11,2022,Northeast,73101,23.1645,92.9376
Nagaland,Naga Shawl Weaving,37720,11,2022,Northeast,63160,26.1584,94.5624
Odisha,Applique Work,135330,11,2022,East,236860,20.9517,85.0985
Punjab,Phulkari Embroidery,154155,11,2022,North,127749,31.1471,75.3412
Rajasthan,Ghoomar Dance,199415,11,2022,North,336974,27.0238,74.2179
Sikkim,Carpet Weaving,55773,11,2022,Northeast,34507,27.533,88.5122
Tamil Nadu,Stone Carving,175624,11,2022,South,122710,11.1271,78.6569
Telangana,Nirmal Paintings,172809,11,2022,South,164959,18.1124,79.0193
Tripura,Risa Textile Weaving,35333,11,2022,Northeast,76977,23.9408,91.9882
Uttar Pradesh,Kathak Dance,125251,11,2022,North,161511,26.8467,80.9462
Uttarakhand,Ringal Craft,129256,11,2022,North,170455,30.0668,79.0193
West Bengal,Kantha Stitch,146706,11,2022,East,327880,22.9868,87.855
Delhi,Zardozi Work,272532,11,2022,North,338252,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,103664,11,2022,North,114240,33.7782,76.5762
Lakshadweep,Shell Craft,111854,11,2022,South,192642,10.5667,72.6417
Andhra Pradesh,Kuchipudi,115893,12,2022,South,66534,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,24575,12,2022,Northeast,14002,28.218,94.7278
Assam,Sattriya Dance,71550,12,2022,Northeast,50254,26.2006,92.9376
Bihar,Manjusha Art,126541,12,2022,East,257200,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,123748,12,2022,Central,180625,21.2787,81.8661
Goa,Dekni Dance,138327,12,2022,West,156129,15.2993,74.124
Gujarat,Rogan Art,55691,12,2022,West,71893,22.2587,71.1924
Haryana,Phag Dance,165286,12,2022,North,126375,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,308777,12,2022,North,218918,31.1048,77.1734
Jharkhand,Sohrai Painting,161469,12,2022,East,261066,23.6102,85.2799
Karnataka,Yakshagana,194932,12,2022,South,170327,15.3173,75.7139
Kerala,Aranmula Kannadi,141849,12,2022,South,131306,10.8505,76.2711
Madhya Pradesh,Bagh Print,167451,12,2022,Central,298982,23.4733,77.947
Maharashtra,Paithani Sarees,225191,12,2022,West,458790,19.7515,75.7139
Manipur,Phanek Weaving,63948,12,2022,Northeast,61655,24.6637,93.9063
Meghalaya,Garo Wangala Dance,37124,12,2022,Northeast,58989,25.467,91.3662
Mizoram,Cheraw Dance,32600,12,2022,Northeast,21411,23.1645,92.9376
Nagaland,Hornbill Festival Dances,39501,12,2022,Northeast,64673,26.1584,94.5624
Odisha,Pattachitra,201290,12,2022,East,109299,20.9517,85.0985
Punjab,Phulkari Embroidery,121575,12,2022,North,88527,31.1471,75.3412
Rajasthan,Ghoomar Dance,271498,12,2022,North,528644,27.0238,74.2179
Sikkim,Thangka Painting,43540,12,2022,Northeast,63748,27.533,88.5122
Tamil Nadu,Stone Carving,130859,12,2022,South,290544,11.1271,78.6569
Telangana,Bidri Craft,112098,12,2022,South,121172,18.1124,79.0193
Tripura,Hojagiri Dance,42390,12,2022,Northeast,60896,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,278530,12,2022,North,622500,26.8467,80.9462
Uttarakhand,Choliya Dance,179487,12,2022,North,287995,30.0668,79.0193
West Bengal,Patachitra,131967,12,2022,East,164975,22.9868,87.855
Delhi,Kathak Dance,313478,12,2022,North,643922,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,107319,12,2022,North,45574,33.7782,76.5762
Lakshadweep,Lava Dance,176123,12,2022,South,86709,10.5667,72.6417
Andhra Pradesh,Kuchipudi,134230,1,2023,South,251327,15.9129,79.74
Arunachal Pradesh,Monpa Mask,51759,1,2023,Northeast,60955,28.218,94.7278
Assam,Bihu Dance,37853,1,2023,Northeast,29866,26.2006,92.9376
Bihar,Madhubani Painting,60055,1,2023,East,135976,25.0961,85.3131
Chhattisgarh,Godna Art,67703,1,2023,Central,148912,21.2787,81.8661
Goa,Dekni Dance,235317,1,2023,West,166093,15.2993,74.124
Gujarat,Garba,78501,1,2023,West,129087,22.2587,71.1924
Haryana,Embroidery Craft,65429,1,2023,North,45783,29.0588,76.0856
Himachal Pradesh,Kangra Painting,98826,1,2023,North,170074,31.1048,77.1734
Jharkhand,Chhau Dance,79260,1,2023,East,103287,23.6102,85.2799
Karnataka,Bidri Ware,138247,1,2023,South,333730,15.3173,75.7139
Kerala,Aranmula Kannadi,253589,1,2023,South,613712,10.8505,76.2711
Madhya Pradesh,Bagh Print,91257,1,2023,Central,138359,23.4733,77.947
Maharashtra,Warli Painting,185346,1,2023,West,130286,19.7515,75.7139
Manipur,Phanek Weaving,34933,1,2023,Northeast,24808,24.6637,93.9063
Meghalaya,Bamboo Craft,35169,1,2023,Northeast,46792,25.467,91.3662
Mizoram,Puanchei Textiles,27798,1,2023,Northeast,38910,23.1645,92.9376
Nagaland,Hornbill Festival Dances,36477,1,2023,Northeast,26056,26.1584,94.5624
Odisha,Applique Work,59149,1,2023,East,123947,20.9517,85.0985
Punjab,Jutti Making,87810,1,2023,North,86238,31.1471,75.3412
Rajasthan,Miniature Painting,240406,1,2023,North,249958,27.0238,74.2179
Sikkim,Carpet Weaving,57010,1,2023,Northeast,27125,27.533,88.5122
Tamil Nadu,Stone Carving,160853,1,2023,South,253305,11.1271,78.6569
Telangana,Bidri Craft,177219,1,2023,South,223055,18.1124,79.0193
Tripura,Risa Textile Weaving,60492,1,2023,Northeast,117079,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,87153,1,2023,North,47685,26.8467,80.9462
Uttarakhand,Choliya Dance,153410,1,2023,North,248074,30.0668,79.0193
West Bengal,Patachitra,197861,1,2023,East,321172,22.9868,87.855
Delhi,Kathak Dance,105851,1,2023,North,176419,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,97933,1,2023,North,135979,33.7782,76.5762
Lakshadweep,Shell Craft,158355,1,2023,South,167071,10.5667,72.6417
Andhra Pradesh,Kalamkari,146059,2,2023,South,95493,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,51316,2,2023,Northeast,78731,28.218,94.7278
Assam,Bihu Dance,70847,2,2023,Northeast,55966,26.2006,92.9376
Bihar,Sujni Embroidery,115766,2,2023,East,204427,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,31252,2,2023,Central,68372,21.2787,81.8661
Goa,Dekni Dance,175371,2,2023,West,232878,15.2993,74.124
Gujarat,Patola Weaving,127662,2,2023,West,150391,22.2587,71.1924
Haryana,Charpai Weaving,47873,2,2023,North,29561,29.0588,76.0856
Himachal Pradesh,Kangra Painting,71165,2,2023,North,91412,31.1048,77.1734
Jharkhand,Dokra Metal Craft,71908,2,2023,East,125049,23.6102,85.2799
Karnataka,Bidri Ware,81134,2,2023,South,204565,15.3173,75.7139
Kerala,Mohiniyattam,162861,2,2023,South,97676,10.8505,76.2711
Madhya Pradesh,Bagh Print,118568,2,2023,Central,88902,23.4733,77.947
Maharashtra,Warli Painting,156832,2,2023,West,293011,19.7515,75.7139
Manipur,Phanek Weaving,33551,2,2023,Northeast,51517,24.6637,93.9063
Meghalaya,Garo Wangala Dance,40809,2,2023,Northeast,71155,25.467,91.3662
Mizoram,Cheraw Dance,41629,2,2023,Northeast,72529,23.1645,92.9376
Nagaland,Hornbill Festival Dances,65167,2,2023,Northeast,25998,26.1584,94.5624
Odisha,Odissi Dance,118762,2,2023,East,93950,20.9517,85.0985
Punjab,Jutti Making,50583,2,2023,North,29242,31.1471,75.3412
Rajasthan,Blue Pottery,69308,2,2023,North,68138,27.0238,74.2179
Sikkim,Carpet Weaving,69013,2,2023,Northeast,88539,27.533,88.5122
Tamil Nadu,Tanjore Painting,189182,2,2023,South,172526,11.1271,78.6569
Telangana,Nirmal Paintings,163069,2,2023,South,175131,18.1124,79.0193
Tripura,Bamboo Craft,92586,2,2023,Northeast,79918,23.9408,91.9882
Uttar Pradesh,Chikankari,66489,2,2023,North,116255,26.8467,80.9462
Uttarakhand,Aipan Art,118189,2,2023,North,118821,30.0668,79.0193
West Bengal,Kantha Stitch,166505,2,2023,East,188473,22.9868,87.855
Delhi,Meenakari Craft,184554,2,2023,North,321689,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,62492,2,2023,North,120075,33.7782,76.5762
Lakshadweep,Shell Craft,136137,2,2023,South,84365,10.5667,72.6417
Andhra Pradesh,Kalamkari,115707,3,2023,South,241540,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,64983,3,2023,Northeast,60341,28.218,94.7278
Assam,Sattriya Dance,59781,3,2023,Northeast,40594,26.2006,92.9376
Bihar,Madhubani Painting,50587,3,2023,East,20103,25.0961,85.3131
Chhattisgarh,Godna Art,49861,3,2023,Central,73769,21.2787,81.8661
Goa,Fugdi Dance,105235,3,2023,West,71323,15.2993,74.124
Gujarat,Rogan Art,87051,3,2023,West,110726,22.2587,71.1924
Haryana,Phag Dance,37084,3,2023,North,71911,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,61838,3,2023,North,99029,31.1048,77.1734
Jharkhand,Chhau Dance,128544,3,2023,East,215298,23.6102,85.2799
Karnataka,Yakshagana,176032,3,2023,South,399744,15.3173,75.7139
Kerala,Mohiniyattam,109257,3,2023,South,165475,10.8505,76.2711
Madhya Pradesh,Bagh Print,71099,3,2023,Central,113445,23.4733,77.947
Maharashtra,Lavani Dance,65256,3,2023,West,57339,19.7515,75.7139
Manipur,Manipuri Dance,37556,3,2023,Northeast,21986,24.6637,93.9063
Meghalaya,Garo Wangala Dance,50196,3,2023,Northeast,41992,25.467,91.3662
Mizoram,Puanchei Textiles,54329,3,2023,Northeast,43291,23.1645,92.9376
Nagaland,Naga Shawl Weaving,67946,3,2023,Northeast,57742,26.1584,94.5624
Odisha,Pattachitra,130069,3,2023,East,214598,20.9517,85.0985
Punjab,Phulkari Embroidery,115714,3,2023,North,138537,31.1471,75.3412
Rajasthan,Miniature Painting,222402,3,2023,North,315493,27.0238,74.2179
Sikkim,Thangka Painting,165069,3,2023,Northeast,288920,27.533,88.5122
Tamil Nadu,Bharatanatyam,177628,3,2023,South,331910,11.1271,78.6569
Telangana,Nirmal Paintings,113220,3,2023,South,207788,18.1124,79.0193
Tripura,Hojagiri Dance,113138,3,2023,Northeast,103894,23.9408,91.9882
Uttar Pradesh,Chikankari,119916,3,2023,North,202493,26.8467,80.9462
Uttarakhand,Choliya Dance,122914,3,2023,North,207977,30.0668,79.0193
West Bengal,Durga Puja Art,94458,3,2023,East,143991,22.9868,87.855
Delhi,Meenakari Craft,86889,3,2023,North,69249,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,123264,3,2023,North,112971,33.7782,76.5762
Lakshadweep,Parichakali,94899,3,2023,South,131872,10.5667,72.6417
Andhra Pradesh,Kalamkari,87152,4,2023,South,88518,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,92404,4,2023,Northeast,54430,28.218,94.7278
Assam,Assam Silk Weaving,167703,4,2023,Northeast,316338,26.2006,92.9376
Bihar,Madhubani Painting,73596,4,2023,East,70649,25.0961,85.3131
Chhattisgarh,Godna Art,33454,4,2023,Central,58434,21.2787,81.8661
Goa,Goan Lacework,90316,4,2023,West,139127,15.2993,74.124
Gujarat,Garba,151635,4,2023,West,193650,22.2587,71.1924
Haryana,Embroidery Craft,60722,4,2023,North,46196,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,148347,4,2023,North,181139,31.1048,77.1734
Jharkhand,Sohrai Painting,72074,4,2023,East,129613,23.6102,85.2799
Karnataka,Mysore Painting,171972,4,2023,South,117366,15.3173,75.7139
Kerala,Mohiniyattam,187680,4,2023,South,304194,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,58655,4,2023,Central,47531,23.4733,77.947
Maharashtra,Paithani Sarees,98007,4,2023,West,94204,19.7515,75.7139
Manipur,Longpi Pottery,54802,4,2023,Northeast,82572,24.6637,93.9063
Meghalaya,Nongkrem Dance,79185,4,2023,Northeast,99992,25.467,91.3662
Mizoram,Mizo Bamboo Dance,67502,4,2023,Northeast,78043,23.1645,92.9376
Nagaland,Wood Carving,61840,4,2023,Northeast,112815,26.1584,94.5624
Odisha,Odissi Dance,65218,4,2023,East,129332,20.9517,85.0985
Punjab,Bhangra,59609,4,2023,North,31165,31.1471,75.3412
Rajasthan,Blue Pottery,225004,4,2023,North,121111,27.0238,74.2179
Sikkim,Mask Dance,33787,4,2023,Northeast,29375,27.533,88.5122
Tamil Nadu,Bharatanatyam,148494,4,2023,South,153136,11.1271,78.6569
Telangana,Bidri Craft,93803,4,2023,South,92360,18.1124,79.0193
Tripura,Risa Textile Weaving,65288,4,2023,Northeast,44630,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,121826,4,2023,North,238043,26.8467,80.9462
Uttarakhand,Ringal Craft,97063,4,2023,North,50369,30.0668,79.0193
West Bengal,Kantha Stitch,84614,4,2023,East,67221,22.9868,87.855
Delhi,Meenakari Craft,258759,4,2023,North,185332,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,130228,4,2023,North,224137,33.7782,76.5762
Lakshadweep,Coral Craft,144285,4,2023,South,89913,10.5667,72.6417
Andhra Pradesh,Kalamkari,71774,5,2023,South,54836,15.9129,79.74
Arunachal Pradesh,Monpa Mask,71348,5,2023,Northeast,45916,28.218,94.7278
Assam,Bihu Dance,123290,5,2023,Northeast,175552,26.2006,92.9376
Bihar,Madhubani Painting,50177,5,2023,East,52848,25.0961,85.3131
Chhattisgarh,Panthi Dance,41765,5,2023,Central,84287,21.2787,81.8661
Goa,Fugdi Dance,128992,5,2023,West,196560,15.2993,74.124
Gujarat,Garba,95483,5,2023,West,98011,22.2587,71.1924
Haryana,Charpai Weaving,66790,5,2023,North,75124,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,87837,5,2023,North,129337,31.1048,77.1734
Jharkhand,Sohrai Painting,50970,5,2023,East,52702,23.6102,85.2799
Karnataka,Bidri Ware,68206,5,2023,South,50662,15.3173,75.7139
Kerala,Aranmula Kannadi,94301,5,2023,South,55504,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,38353,5,2023,Central,75118,23.4733,77.947
Maharashtra,Lavani Dance,53338,5,2023,West,49880,19.7515,75.7139
Manipur,Longpi Pottery,31106,5,2023,Northeast,51164,24.6637,93.9063
Meghalaya,Nongkrem Dance,71447,5,2023,Northeast,58321,25.467,91.3662
Mizoram,Cheraw Dance,81728,5,2023,Northeast,51884,23.1645,92.9376
Nagaland,Naga Shawl Weaving,74913,5,2023,Northeast,114629,26.1584,94.5624
Odisha,Pattachitra,44301,5,2023,East,61109,20.9517,85.0985
Punjab,Jutti Making,107359,5,2023,North,181779,31.1471,75.3412
Rajasthan,Ghoomar Dance,149686,5,2023,North,125877,27.0238,74.2179
Sikkim,Carpet Weaving,77847,5,2023,Northeast,60735,27.533,88.5122
Tamil Nadu,Tanjore Painting,220554,5,2023,South,320116,11.1271,78.6569
Telangana,Bidri Craft,51324,5,2023,South,37731,18.1124,79.0193
Tripura,Bamboo Craft,84630,5,2023,Northeast,59084,23.9408,91.9882
Uttar Pradesh,Chikankari,134117,5,2023,North,143690,26.8467,80.9462
Uttarakhand,Ringal Craft,63447,5,2023,North,30340,30.0668,79.0193
West Bengal,Durga Puja Art,77337,5,2023,East,97619,22.9868,87.855
Delhi,Zardozi Work,160428,5,2023,North,93085,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,145065,5,2023,North,196079,33.7782,76.5762
Lakshadweep,Lava Dance,82240,5,2023,South,64870,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,70986,6,2023,South,71908,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,112070,6,2023,Northeast,130599,28.218,94.7278
Assam,Bihu Dance,107621,6,2023,Northeast,71038,26.2006,92.9376
Bihar,Sujni Embroidery,53237,6,2023,East,122036,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,29549,6,2023,Central,41829,21.2787,81.8661
Goa,Fugdi Dance,34771,6,2023,West,28446,15.2993,74.124
Gujarat,Patola Weaving,109488,6,2023,West,142516,22.2587,71.1924
Haryana,Embroidery Craft,90076,6,2023,North,94407,29.0588,76.0856
Himachal Pradesh,Kangra Painting,103500,6,2023,North,106737,31.1048,77.1734
Jharkhand,Sohrai Painting,59738,6,2023,East,100523,23.6102,85.2799
Karnataka,Yakshagana,87769,6,2023,South,111387,15.3173,75.7139
Kerala,Aranmula Kannadi,117552,6,2023,South,251310,10.8505,76.2711
Madhya Pradesh,Bagh Print,57366,6,2023,Central,39669,23.4733,77.947
Maharashtra,Paithani Sarees,61656,6,2023,West,39923,19.7515,75.7139
Manipur,Longpi Pottery,82123,6,2023,Northeast,98822,24.6637,93.9063
Meghalaya,Nongkrem Dance,88462,6,2023,Northeast,78282,25.467,91.3662
Mizoram,Puanchei Textiles,59258,6,2023,Northeast,116082,23.1645,92.9376
Nagaland,Hornbill Festival Dances,167191,6,2023,Northeast,165428,26.1584,94.5624
Odisha,Pattachitra,55489,6,2023,East,85819,20.9517,85.0985
Punjab,Bhangra,108102,6,2023,North,214799,31.1471,75.3412
Rajasthan,Ghoomar Dance,242784,6,2023,North,371821,27.0238,74.2179
Sikkim,Thangka Painting,106480,6,2023,Northeast,188023,27.533,88.5122
Tamil Nadu,Bharatanatyam,89924,6,2023,South,155066,11.1271,78.6569
Telangana,Perini Shivatandavam,99028,6,2023,South,218373,18.1124,79.0193
Tripura,Bamboo Craft,179989,6,2023,Northeast,292771,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,175478,6,2023,North,165857,26.8467,80.9462
Uttarakhand,Choliya Dance,119107,6,2023,North,192984,30.0668,79.0193
West Bengal,Kantha Stitch,55614,6,2023,East,23401,22.9868,87.855
Delhi,Zardozi Work,136424,6,2023,North,97707,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,121775,6,2023,North,161775,33.7782,76.5762
Lakshadweep,Shell Craft,65400,6,2023,South,89989,10.5667,72.6417
Andhra Pradesh,Kuchipudi,85413,7,2023,South,128267,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,83082,7,2023,Northeast,80936,28.218,94.7278
Assam,Assam Silk Weaving,95429,7,2023,Northeast,103669,26.2006,92.9376
Bihar,Manjusha Art,64559,7,2023,East,108973,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,50673,7,2023,Central,88859,21.2787,81.8661
Goa,Fugdi Dance,171817,7,2023,West,221593,15.2993,74.124
Gujarat,Patola Weaving,88010,7,2023,West,56083,22.2587,71.1924
Haryana,Phag Dance,86410,7,2023,North,161017,29.0588,76.0856
Himachal Pradesh,Kangra Painting,97088,7,2023,North,146829,31.1048,77.1734
Jharkhand,Sohrai Painting,67210,7,2023,East,116795,23.6102,85.2799
Karnataka,Bidri Ware,57854,7,2023,South,67668,15.3173,75.7139
Kerala,Kathakali,186169,7,2023,South,462717,10.8505,76.2711
Madhya Pradesh,Gond Art,74012,7,2023,Central,51296,23.4733,77.947
Maharashtra,Paithani Sarees,172784,7,2023,West,78352,19.7515,75.7139
Manipur,Phanek Weaving,65235,7,2023,Northeast,56963,24.6637,93.9063
Meghalaya,Garo Wangala Dance,55810,7,2023,Northeast,26791,25.467,91.3662
Mizoram,Mizo Bamboo Dance,54933,7,2023,Northeast,54430,23.1645,92.9376
Nagaland,Hornbill Festival Dances,58202,7,2023,Northeast,35325,26.1584,94.5624
Odisha,Odissi Dance,93682,7,2023,East,150314,20.9517,85.0985
Punjab,Jutti Making,71955,7,2023,North,47713,31.1471,75.3412
Rajasthan,Ghoomar Dance,97412,7,2023,North,112852,27.0238,74.2179
Sikkim,Mask Dance,85086,7,2023,Northeast,135854,27.533,88.5122
Tamil Nadu,Tanjore Painting,54743,7,2023,South,40191,11.1271,78.6569
Telangana,Perini Shivatandavam,69652,7,2023,South,118805,18.1124,79.0193
Tripura,Risa Textile Weaving,44060,7,2023,Northeast,68252,23.9408,91.9882
Uttar Pradesh,Chikankari,106961,7,2023,North,115262,26.8467,80.9462
Uttarakhand,Aipan Art,143833,7,2023,North,145975,30.0668,79.0193
West Bengal,Patachitra,68627,7,2023,East,46058,22.9868,87.855
Delhi,Zardozi Work,64450,7,2023,North,45479,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,71397,7,2023,North,111847,33.7782,76.5762
Lakshadweep,Parichakali,70298,7,2023,South,119018,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,65413,8,2023,South,97741,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,18123,8,2023,Northeast,14169,28.218,94.7278
Assam,Assam Silk Weaving,60989,8,2023,Northeast,121392,26.2006,92.9376
Bihar,Sujni Embroidery,88374,8,2023,East,84958,25.0961,85.3131
Chhattisgarh,Panthi Dance,60331,8,2023,Central,49635,21.2787,81.8661
Goa,Fugdi Dance,169919,8,2023,West,345750,15.2993,74.124
Gujarat,Garba,127554,8,2023,West,75190,22.2587,71.1924
Haryana,Phag Dance,54163,8,2023,North,44933,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,98372,8,2023,North,182075,31.1048,77.1734
Jharkhand,Chhau Dance,96169,8,2023,East,174408,23.6102,85.2799
Karnataka,Yakshagana,116206,8,2023,South,107889,15.3173,75.7139
Kerala,Aranmula Kannadi,150375,8,2023,South,127543,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,103564,8,2023,Central,55438,23.4733,77.947
Maharashtra,Warli Painting,131016,8,2023,West,83828,19.7515,75.7139
Manipur,Longpi Pottery,50806,8,2023,Northeast,114346,24.6637,93.9063
Meghalaya,Nongkrem Dance,54863,8,2023,Northeast,63466,25.467,91.3662
Mizoram,Cheraw Dance,41579,8,2023,Northeast,67795,23.1645,92.9376
Nagaland,Hornbill Festival Dances,35892,8,2023,Northeast,15294,26.1584,94.5624
Odisha,Pattachitra,122665,8,2023,East,59439,20.9517,85.0985
Punjab,Bhangra,63089,8,2023,North,67805,31.1471,75.3412
Rajasthan,Ghoomar Dance,146885,8,2023,North,77361,27.0238,74.2179
Sikkim,Carpet Weaving,65327,8,2023,Northeast,56884,27.533,88.5122
Tamil Nadu,Tanjore Painting,140352,8,2023,South,201187,11.1271,78.6569
Telangana,Bidri Craft,153082,8,2023,South,126984,18.1124,79.0193
Tripura,Risa Textile Weaving,54478,8,2023,Northeast,80318,23.9408,91.9882
Uttar Pradesh,Kathak Dance,76527,8,2023,North,80784,26.8467,80.9462
Uttarakhand,Aipan Art,62987,8,2023,North,81388,30.0668,79.0193
West Bengal,Durga Puja Art,133158,8,2023,East,186010,22.9868,87.855
Delhi,Zardozi Work,93268,8,2023,North,147612,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,72169,8,2023,North,127781,33.7782,76.5762
Lakshadweep,Parichakali,87079,8,2023,South,135743,10.5667,72.6417
Andhra Pradesh,Kuchipudi,96533,9,2023,South,96260,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,47233,9,2023,Northeast,105124,28.218,94.7278
Assam,Sattriya Dance,55890,9,2023,Northeast,86637,26.2006,92.9376
Bihar,Sujni Embroidery,80636,9,2023,East,120447,25.0961,85.3131
Chhattisgarh,Godna Art,79778,9,2023,Central,48901,21.2787,81.8661
Goa,Dekni Dance,103441,9,2023,West,59577,15.2993,74.124
Gujarat,Patola Weaving,177848,9,2023,West,127878,22.2587,71.1924
Haryana,Phag Dance,44275,9,2023,North,55568,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,80503,9,2023,North,64800,31.1048,77.1734
Jharkhand,Chhau Dance,99058,9,2023,East,50662,23.6102,85.2799
Karnataka,Yakshagana,185964,9,2023,South,226823,15.3173,75.7139
Kerala,Mohiniyattam,63063,9,2023,South,36263,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,129832,9,2023,Central,97878,23.4733,77.947
Maharashtra,Lavani Dance,240386,9,2023,West,219498,19.7515,75.7139
Manipur,Manipuri Dance,43333,9,2023,Northeast,71940,24.6637,93.9063
Meghalaya,Garo Wangala Dance,74454,9,2023,Northeast,103401,25.467,91.3662
Mizoram,Cheraw Dance,74180,9,2023,Northeast,122385,23.1645,92.9376
Nagaland,Wood Carving,75017,9,2023,Northeast,62401,26.1584,94.5624
Odisha,Pattachitra,95153,9,2023,East,133554,20.9517,85.0985
Punjab,Jutti Making,101523,9,2023,North,72550,31.1471,75.3412
Rajasthan,Miniature Painting,145695,9,2023,North,218265,27.0238,74.2179
Sikkim,Carpet Weaving,143089,9,2023,Northeast,191697,27.533,88.5122
Tamil Nadu,Stone Carving,128926,9,2023,South,262470,11.1271,78.6569
Telangana,Nirmal Paintings,53190,9,2023,South,51011,18.1124,79.0193
Tripura,Hojagiri Dance,50078,9,2023,Northeast,40068,23.9408,91.9882
Uttar Pradesh,Chikankari,124180,9,2023,North,154958,26.8467,80.9462
Uttarakhand,Choliya Dance,60427,9,2023,North,78381,30.0668,79.0193
West Bengal,Patachitra,181956,9,2023,East,234067,22.9868,87.855
Delhi,Kathak Dance,84489,9,2023,North,155452,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,103666,9,2023,North,200593,33.7782,76.5762
Lakshadweep,Coral Craft,133130,9,2023,South,143181,10.5667,72.6417
Andhra Pradesh,Kuchipudi,129616,10,2023,South,188618,15.9129,79.74
Arunachal Pradesh,Monpa Mask,88199,10,2023,Northeast,63885,28.218,94.7278
Assam,Bihu Dance,110594,10,2023,Northeast,100380,26.2006,92.9376
Bihar,Madhubani Painting,130861,10,2023,East,125644,25.0961,85.3131
Chhattisgarh,Panthi Dance,120525,10,2023,Central,94602,21.2787,81.8661
Goa,Fugdi Dance,189446,10,2023,West,260133,15.2993,74.124
Gujarat,Garba,182174,10,2023,West,320803,22.2587,71.1924
Haryana,Phag Dance,138550,10,2023,North,168539,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,91745,10,2023,North,65770,31.1048,77.1734
Jharkhand,Chhau Dance,90380,10,2023,East,44706,23.6102,85.2799
Karnataka,Mysore Painting,110634,10,2023,South,102530,15.3173,75.7139
Kerala,Aranmula Kannadi,187495,10,2023,South,270464,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,62495,10,2023,Central,37456,23.4733,77.947
Maharashtra,Lavani Dance,206165,10,2023,West,146906,19.7515,75.7139
Manipur,Longpi Pottery,128023,10,2023,Northeast,109670,24.6637,93.9063
Meghalaya,Nongkrem Dance,76799,10,2023,Northeast,168304,25.467,91.3662
Mizoram,Mizo Bamboo Dance,77498,10,2023,Northeast,154376,23.1645,92.9376
Nagaland,Wood Carving,33140,10,2023,Northeast,15987,26.1584,94.5624
Odisha,Odissi Dance,123777,10,2023,East,159924,20.9517,85.0985
Punjab,Bhangra,33942,10,2023,North,23421,31.1471,75.3412
Rajasthan,Ghoomar Dance,261663,10,2023,North,414713,27.0238,74.2179
Sikkim,Carpet Weaving,56720,10,2023,Northeast,66792,27.533,88.5122
Tamil Nadu,Stone Carving,206443,10,2023,South,218492,11.1271,78.6569
Telangana,Bidri Craft,171237,10,2023,South,359573,18.1124,79.0193
Tripura,Hojagiri Dance,65584,10,2023,Northeast,122981,23.9408,91.9882
Uttar Pradesh,Chikankari,172884,10,2023,North,305178,26.8467,80.9462
Uttarakhand,Aipan Art,134730,10,2023,North,115131,30.0668,79.0193
West Bengal,Kantha Stitch,263195,10,2023,East,291421,22.9868,87.855
Delhi,Zardozi Work,118556,10,2023,North,80097,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,96337,10,2023,North,74862,33.7782,76.5762
