state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Odisha,Applique Work,157138,12,2022,East,127228,20.9517,85.0985
Punjab,Phulkari Embroidery,141996,12,2022,North,125134,31.1471,75.3412
Rajasthan,Miniature Painting,286976,12,2022,North,413937,27.0238,74.2179
Sikkim,Mask Dance,47799,12,2022,Northeast,77110,27.533,88.5122
Tamil Nadu,Stone Carving,215630,12,2022,South,587263,11.1271,78.6569
Telangana,Perini Shivatandavam,212625,12,2022,South,325587,18.1124,79.0193
Tripura,Hojagiri Dance,31350,12,2022,Northeast,34893,23.9408,91.9882
Uttar Pradesh,Chikankari,95255,12,2022,North,53192,26.8467,80.9462
Uttarakhand,Ringal Craft,122942,12,2022,North,78152,30.0668,79.0193
West Bengal,Patachitra,306357,12,2022,East,379370,22.9868,87.855
Delhi,Kathak Dance,121312,12,2022,North,211224,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,100207,12,2022,North,148543,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,116764,1,2023,South,103572,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,55890,1,2023,Northeast,64396,28.218,94.7278
Assam,Sattriya Dance,45255,1,2023,Northeast,90171,26.2006,92.9376
Bihar,Sujni Embroidery,95491,1,2023,East,174347,25.0961,85.3131
Chhattisgarh,Godna Art,99667,1,2023,Central,161211,21.2787,81.8661
Goa,Dekni Dance,76386,1,2023,West,114949,15.2993,74.124
Gujarat,Rogan Art,87606,1,2023,West,138592,22.2587,71.1924
Haryana,Embroidery Craft,65958,1,2023,North,196872,29.0588,76.0856
Himachal Pradesh,Kangra Painting,140302,1,2023,North,313728,31.1048,77.1734
Jharkhand,Sohrai Painting,85609,1,2023,East,115660,23.6102,85.2799
Karnataka,Mysore Painting,219150,1,2023,South,147056,15.3173,75.7139
Kerala,Mohiniyattam,178115,1,2023,South,150858,10.8505,76.2711
Madhya Pradesh,Gond Art,92139,1,2023,Central,73431,23.4733,77.947
Maharashtra,Warli Painting,112082,1,2023,West,146024,19.7515,75.7139
Manipur,Longpi Pottery,46173,1,2023,Northeast,94112,24.6637,93.9063
Meghalaya,Garo Wangala Dance,47297,1,2023,Northeast,61951,25.467,91.3662
Mizoram,Puanchei Textiles,29656,1,2023,Northeast,38742,23.1645,92.9376
Nagaland,Wood Carving,58582,1,2023,Northeast,34979,26.1584,94.5624
Odisha,Pattachitra,140443,1,2023,East,236283,20.9517,85.0985
Punjab,Jutti Making,139056,1,2023,North,294731,31.1471,75.3412
Rajasthan,Miniature Painting,75088,1,2023,North,115428,27.0238,74.2179
Sikkim,Thangka Painting,87411,1,2023,Northeast,247319,27.533,88.5122
Tamil Nadu,Tanjore Painting,202326,1,2023,South,224668,11.1271,78.6569
Telangana,Bidri Craft,120958,1,2023,South,195423,18.1124,79.0193
Tripura,Bamboo Craft,40523,1,2023,Northeast,71620,23.9408,91.9882
Uttar Pradesh,Chikankari,74955,1,2023,North,109112,26.8467,80.9462
Uttarakhand,Ringal Craft,100791,1,2023,North,146077,30.0668,79.0193
West Bengal,Patachitra,95208,1,2023,East,104525,22.9868,87.855
Delhi,Meenakari Craft,110372,1,2023,North,50462,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,61640,1,2023,North,62095,33.7782,76.5762
Andhra Pradesh,Kalamkari,127753,2,2023,South,255132,15.9129,79.74
Arunachal Pradesh,Monpa Mask,55674,2,2023,Northeast,100369,28.218,94.7278
Assam,Sattriya Dance,46747,2,2023,Northeast,57200,26.2006,92.9376
Bihar,Sujni Embroidery,105948,2,2023,East,218665,25.0961,85.3131
Chhattisgarh,Godna Art,78059,2,2023,Central,104608,21.2787,81.8661
Goa,Goan Lacework,88174,2,2023,West,111351,15.2993,74.124
Gujarat,Garba,77991,2,2023,West,83852,22.2587,71.1924
Haryana,Embroidery Craft,51065,2,2023,North,62057,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,96180,2,2023,North,93720,31.1048,77.1734
Jharkhand,Dokra Metal Craft,57907,2,2023,East,46696,23.6102,85.2799
Karnataka,Yakshagana,124113,2,2023,South,127576,15.3173,75.7139
Kerala,Aranmula Kannadi,90863,2,2023,South,88252,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,86240,2,2023,Central,143641,23.4733,77.947
Maharashtra,Lavani Dance,172132,2,2023,West,193998,19.7515,75.7139
Manipur,Longpi Pottery,60948,2,2023,Northeast,113315,24.6637,93.9063
Meghalaya,Nongkrem Dance,38024,2,2023,Northeast,26358,25.467,91.3662
Mizoram,Cheraw Dance,41653,2,2023,Northeast,54042,23.1645,92.9376
Nagaland,Hornbill Festival Dances,50723,2,2023,Northeast,30447,26.1584,94.5624
Odisha,Pattachitra,89223,2,2023,East,137574,20.9517,85.0985
Punjab,Phulkari Embroidery,53903,2,2023,North,55719,31.1471,75.3412
Rajasthan,Ghoomar Dance,80591,2,2023,North,76903,27.0238,74.2179
Sikkim,Thangka Painting,77562,2,2023,Northeast,89547,27.533,88.5122
Tamil Nadu,Tanjore Painting,259761,2,2023,South,164716,11.1271,78.6569
Telangana,Nirmal Paintings,143683,2,2023,South,86310,18.1124,79.0193
Tripura,Hojagiri Dance,65370,2,2023,Northeast,130706,23.9408,91.9882
Uttar Pradesh,Kathak Dance,64737,2,2023,North,49065,26.8467,80.9462
Uttarakhand,Aipan Art,84549,2,2023,North,92158,30.0668,79.0193
West Bengal,Patachitra,133260,2,2023,East,229192,22.9868,87.855
Delhi,Meenakari Craft,87779,2,2023,North,145418,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,174227,2,2023,North,338714,33.7782,76.5762
Andhra Pradesh,Kalamkari,71101,3,2023,South,109121,15.9129,79.74
Arunachal Pradesh,Monpa Mask,132338,3,2023,Northeast,210765,28.218,94.7278
Assam,Bihu Dance,85821,3,2023,Northeast,87736,26.2006,92.9376
Bihar,Madhubani Painting,72599,3,2023,East,166490,25.0961,85.3131
Chhattisgarh,Godna Art,27538,3,2023,Central,27339,21.2787,81.8661
Goa,Dekni Dance,112820,3,2023,West,283128,15.2993,74.124
Gujarat,Patola Weaving,105432,3,2023,West,224788,22.2587,71.1924
Haryana,Charpai Weaving,56065,3,2023,North,92483,29.0588,76.0856
Himachal Pradesh,Kangra Painting,148666,3,2023,North,165120,31.1048,77.1734
Jharkhand,Chhau Dance,34760,3,2023,East,37544,23.6102,85.2799
Karnataka,Mysore Painting,101768,3,2023,South,120628,15.3173,75.7139
Kerala,Kathakali,114281,3,2023,South,77292,10.8505,76.2711
Madhya Pradesh,Gond Art,105636,3,2023,Central,300982,23.4733,77.947
Maharashtra,Lavani Dance,126791,3,2023,West,240272,19.7515,75.7139
Manipur,Manipuri Dance,79745,3,2023,Northeast,111531,24.6637,93.9063
Meghalaya,Bamboo Craft,69652,3,2023,Northeast,101888,25.467,91.3662
Mizoram,Cheraw Dance,70671,3,2023,Northeast,98526,23.1645,92.9376
Nagaland,Wood Carving,74198,3,2023,Northeast,74227,26.1584,94.5624
Odisha,Odissi Dance,57694,3,2023,East,37497,20.9517,85.0985
Punjab,Phulkari Embroidery,40522,3,2023,North,67658,31.1471,75.3412
Rajasthan,Miniature Painting,112916,3,2023,North,77342,27.0238,74.2179
Sikkim,Mask Dance,81549,3,2023,Northeast,93313,27.533,88.5122
Tamil Nadu,Tanjore Painting,129849,3,2023,South,63823,11.1271,78.6569
Telangana,Bidri Craft,145374,3,2023,South,216177,18.1124,79.0193
Tripura,Risa Textile Weaving,174185,3,2023,Northeast,227055,23.9408,91.9882
Uttar Pradesh,Chikankari,149092,3,2023,North,79534,26.8467,80.9462
Uttarakhand,Choliya Dance,69237,3,2023,North,77719,30.0668,79.0193
West Bengal,Durga Puja Art,144001,3,2023,East,263416,22.9868,87.855
Delhi,Meenakari Craft,93389,3,2023,North,78234,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,113325,3,2023,North,191985,33.7782,76.5762
Andhra Pradesh,Kalamkari,93057,4,2023,South,168755,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,97817,4,2023,Northeast,65266,28.218,94.7278
Assam,Assam Silk Weaving,74379,4,2023,Northeast,157483,26.2006,92.9376
Bihar,Manjusha Art,54109,4,2023,East,72902,25.0961,85.3131
Chhattisgarh,Godna Art,57877,4,2023,Central,60059,21.2787,81.8661
Goa,Goan Lacework,71892,4,2023,West,147102,15.2993,74.124
Gujarat,Rogan Art,126731,4,2023,West,114668,22.2587,71.1924
Haryana,Embroidery Craft,61243,4,2023,North,55268,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,154034,4,2023,North,281567,31.1048,77.1734
Jharkhand,Chhau Dance,60865,4,2023,East,66665,23.6102,85.2799
Karnataka,Yakshagana,82239,4,2023,South,94883,15.3173,75.7139
Kerala,Aranmula Kannadi,96784,4,2023,South,200914,10.8505,76.2711
Madhya Pradesh,Bagh Print,84964,4,2023,Central,119207,23.4733,77.947
Maharashtra,Paithani Sarees,103690,4,2023,West,103693,19.7515,75.7139
Manipur,Manipuri Dance,82105,4,2023,Northeast,94865,24.6637,93.9063
Meghalaya,Bamboo Craft,72411,4,2023,Northeast,130426,25.467,91.3662
Mizoram,Puanchei Textiles,67448,4,2023,Northeast,63857,23.1645,92.9376
Nagaland,Naga Shawl Weaving,60883,4,2023,Northeast,75229,26.1584,94.5624
Odisha,Odissi Dance,72412,4,2023,East,43539,20.9517,85.0985
Punjab,Jutti Making,111180,4,2023,North,129730,31.1471,75.3412
Rajasthan,Blue Pottery,123374,4,2023,North,293408,27.0238,74.2179
Sikkim,Carpet Weaving,85622,4,2023,Northeast,89928,27.533,88.5122
Tamil Nadu,Tanjore Painting,173970,4,2023,South,112427,11.1271,78.6569
Telangana,Nirmal Paintings,79132,4,2023,South,53402,18.1124,79.0193
Tripura,Bamboo Craft,79192,4,2023,Northeast,51106,23.9408,91.9882
Uttar Pradesh,Chikankari,151626,4,2023,North,178314,26.8467,80.9462
Uttarakhand,Choliya Dance,125623,4,2023,North,168535,30.0668,79.0193
West Bengal,Kantha Stitch,122223,4,2023,East,190490,22.9868,87.855
Delhi,Meenakari Craft,87658,4,2023,North,61524,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,59702,4,2023,North,60734,33.7782,76.5762
Andhra Pradesh,Kalamkari,47582,5,2023,South,48300,15.9129,79.74
Arunachal Pradesh,Monpa Mask,83574,5,2023,Northeast,65239,28.218,94.7278
Assam,Assam Silk Weaving,115682,5,2023,Northeast,174538,26.2006,92.9376
Bihar,Sujni Embroidery,48249,5,2023,East,94569,25.0961,85.3131
Chhattisgarh,Panthi Dance,45313,5,2023,Central,44629,21.2787,81.8661
Goa,Goan Lacework,111068,5,2023,West,91539,15.2993,74.124
Gujarat,Garba,56321,5,2023,West,78552,22.2587,71.1924
Haryana,Phag Dance,127712,5,2023,North,151721,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,174924,5,2023,North,207368,31.1048,77.1734
Jharkhand,Chhau Dance,30957,5,2023,East,42242,23.6102,85.2799
Karnataka,Bidri Ware,100964,5,2023,South,112812,15.3173,75.7139
Kerala,Mohiniyattam,150177,5,2023,South,148147,10.8505,76.2711
Madhya Pradesh,Gond Art,71334,5,2023,Central,63060,23.4733,77.947
Maharashtra,Lavani Dance,70251,5,2023,West,110996,19.7515,75.7139
Manipur,Longpi Pottery,84161,5,2023,Northeast,150816,24.6637,93.9063
Meghalaya,Bamboo Craft,106037,5,2023,Northeast,189259,25.467,91.3662
Mizoram,Puanchei Textiles,59031,5,2023,Northeast,86526,23.1645,92.9376
Nagaland,Naga Shawl Weaving,64218,5,2023,Northeast,100324,26.1584,94.5624
Odisha,Odissi Dance,89425,5,2023,East,130494,20.9517,85.0985
Punjab,Phulkari Embroidery,116150,5,2023,North,224567,31.1471,75.3412
Rajasthan,Blue Pottery,121994,5,2023,North,91520,27.0238,74.2179
Sikkim,Thangka Painting,111695,5,2023,Northeast,109106,27.533,88.5122
Tamil Nadu,Stone Carving,85773,5,2023,South,170598,11.1271,78.6569
Telangana,Nirmal Paintings,99299,5,2023,South,160939,18.1124,79.0193
Tripura,Bamboo Craft,72324,5,2023,Northeast,91104,23.9408,91.9882
Uttar Pradesh,Chikankari,96180,5,2023,North,76757,26.8467,80.9462
Uttarakhand,Choliya Dance,83086,5,2023,North,147677,30.0668,79.0193
West Bengal,Durga Puja Art,95426,5,2023,East,113303,22.9868,87.855
Delhi,Meenakari Craft,132276,5,2023,North,302299,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,132522,5,2023,North,127565,33.7782,76.5762
Andhra Pradesh,Kalamkari,44145,6,2023,South,81376,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,144006,6,2023,Northeast,284892,28.218,94.7278
Assam,Assam Silk Weaving,195373,6,2023,Northeast,127342,26.2006,92.9376
Bihar,Manjusha Art,84683,6,2023,East,62506,25.0961,85.3131
Chhattisgarh,Godna Art,30758,6,2023,Central,52955,21.2787,81.8661
Goa,Goan Lacework,107876,6,2023,West,126458,15.2993,74.124
Gujarat,Rogan Art,96237,6,2023,West,119791,22.2587,71.1924
Haryana,Charpai Weaving,54757,6,2023,North,62244,29.0588,76.0856
Himachal Pradesh,Kangra Painting,246847,6,2023,North,202306,31.1048,77.1734
Jharkhand,Dokra Metal Craft,48262,6,2023,East,47365,23.6102,85.2799
Karnataka,Bidri Ware,50009,6,2023,South,48079,15.3173,75.7139
Kerala,Mohiniyattam,131818,6,2023,South,164319,10.8505,76.2711
Madhya Pradesh,Bagh Print,27450,6,2023,Central,17848,23.4733,77.947
Maharashtra,Paithani Sarees,86907,6,2023,West,147266,19.7515,75.7139
Manipur,Phanek Weaving,73068,6,2023,Northeast,93356,24.6637,93.9063
Meghalaya,Bamboo Craft,120159,6,2023,Northeast,186810,25.467,91.3662
Mizoram,Puanchei Textiles,104816,6,2023,Northeast,157099,23.1645,92.9376
Nagaland,Hornbill Festival Dances,42000,6,2023,Northeast,83800,26.1584,94.5624
Odisha,Applique Work,75365,6,2023,East,167049,20.9517,85.0985
Punjab,Phulkari Embroidery,95701,6,2023,North,138601,31.1471,75.3412
Rajasthan,Blue Pottery,279792,6,2023,North,530081,27.0238,74.2179
Sikkim,Thangka Painting,89993,6,2023,Northeast,94272,27.533,88.5122
Tamil Nadu,Bharatanatyam,39115,6,2023,South,22804,11.1271,78.6569
Telangana,Bidri Craft,68351,6,2023,South,43408,18.1124,79.0193
Tripura,Risa Textile Weaving,94402,6,2023,Northeast,108883,23.9408,91.9882
Uttar Pradesh,Chikankari,159462,6,2023,North,212174,26.8467,80.9462
Uttarakhand,Ringal Craft,254826,6,2023,North,530096,30.0668,79.0193
West Bengal,Patachitra,25469,6,2023,East,17464,22.9868,87.855
Delhi,Meenakari Craft,100705,6,2023,North,186991,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,190348,6,2023,North,286147,33.7782,76.5762
Andhra Pradesh,Kuchipudi,50192,7,2023,South,41118,15.9129,79.74
Arunachal Pradesh,Monpa Mask,74611,7,2023,Northeast,48363,28.218,94.7278
Assam,Assam Silk Weaving,86523,7,2023,Northeast,156534,26.2006,92.9376
Bihar,Madhubani Painting,101017,7,2023,East,86250,25.0961,85.3131
Chhattisgarh,Godna Art,42187,7,2023,Central,41010,21.2787,81.8661
Goa,Fugdi Dance,104873,7,2023,West,96288,15.2993,74.124
Gujarat,Garba,98547,7,2023,West,104590,22.2587,71.1924
Haryana,Embroidery Craft,53618,7,2023,North,51114,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,62204,7,2023,North,73592,31.1048,77.1734
Jharkhand,Sohrai Painting,89281,7,2023,East,201788,23.6102,85.2799
Karnataka,Yakshagana,79562,7,2023,South,126163,15.3173,75.7139
Kerala,Aranmula Kannadi,94361,7,2023,South,119516,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,94249,7,2023,Central,89296,23.4733,77.947
Maharashtra,Lavani Dance,117036,7,2023,West,175724,19.7515,75.7139
Manipur,Longpi Pottery,73511,7,2023,Northeast,75277,24.6637,93.9063
Meghalaya,Bamboo Craft,101627,7,2023,Northeast,159779,25.467,91.3662
Mizoram,Mizo Bamboo Dance,77219,7,2023,Northeast,129105,23.1645,92.9376
Nagaland,Hornbill Festival Dances,68372,7,2023,Northeast,59638,26.1584,94.5624
Odisha,Odissi Dance,107190,7,2023,East,219012,20.9517,85.0985
Punjab,Phulkari Embroidery,42234,7,2023,North,57056,31.1471,75.3412
Rajasthan,Miniature Painting,66287,7,2023,North,102936,27.0238,74.2179
Sikkim,Carpet Weaving,76356,7,2023,Northeast,79039,27.533,88.5122
Tamil Nadu,Tanjore Painting,160717,7,2023,South,269118,11.1271,78.6569
Telangana,Nirmal Paintings,69768,7,2023,South,65901,18.1124,79.0193
Tripura,Risa Textile Weaving,64997,7,2023,Northeast,56363,23.9408,91.9882
Uttar Pradesh,Chikankari,73773,7,2023,North,106694,26.8467,80.9462
Uttarakhand,Choliya Dance,137919,7,2023,North,70126,30.0668,79.0193
West Bengal,Patachitra,88980,7,2023,East,91925,22.9868,87.855
Delhi,Kathak Dance,130038,7,2023,North,258699,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,61783,7,2023,North,134582,33.7782,76.5762
Andhra Pradesh,Kuchipudi,122383,8,2023,South,89593,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,70063,8,2023,Northeast,85253,28.218,94.7278
Assam,Bihu Dance,38472,8,2023,Northeast,60988,26.2006,92.9376
Bihar,Manjusha Art,82603,8,2023,East,89330,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,36681,8,2023,Central,63724,21.2787,81.8661
Goa,Dekni Dance,105709,8,2023,West,158455,15.2993,74.124
Gujarat,Garba,140320,8,2023,West,151555,22.2587,71.1924
Haryana,Phag Dance,58533,8,2023,North,64655,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,104313,8,2023,North,94240,31.1048,77.1734
Jharkhand,Sohrai Painting,33891,8,2023,East,85484,23.6102,85.2799
Karnataka,Yakshagana,197337,8,2023,South,263077,15.3173,75.7139
Kerala,Aranmula Kannadi,165153,8,2023,South,144884,10.8505,76.2711
Madhya Pradesh,Gond Art,86209,8,2023,Central,49788,23.4733,77.947
Maharashtra,Lavani Dance,169539,8,2023,West,275667,19.7515,75.7139
Manipur,Phanek Weaving,34350,8,2023,Northeast,29905,24.6637,93.9063
Meghalaya,Nongkrem Dance,57277,8,2023,Northeast,87958,25.467,91.3662
Mizoram,Cheraw Dance,24954,8,2023,Northeast,35022,23.1645,92.9376
Nagaland,Wood Carving,52723,8,2023,Northeast,66859,26.1584,94.5624
Odisha,Pattachitra,92996,8,2023,East,59561,20.9517,85.0985
Punjab,Bhangra,56795,8,2023,North,75529,31.1471,75.3412
Rajasthan,Miniature Painting,190977,8,2023,North,157646,27.0238,74.2179
Sikkim,Carpet Weaving,66875,8,2023,Northeast,107832,27.533,88.5122
Tamil Nadu,Stone Carving,172191,8,2023,South,482892,11.1271,78.6569
Telangana,Perini Shivatandavam,90344,8,2023,South,140549,18.1124,79.0193
Tripura,Risa Textile Weaving,53458,8,2023,Northeast,111212,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,144667,8,2023,North,159043,26.8467,80.9462
Uttarakhand,Choliya Dance,83834,8,2023,North,105562,30.0668,79.0193
West Bengal,Kantha Stitch,155391,8,2023,East,160850,22.9868,87.855
Delhi,Meenakari Craft,69101,8,2023,North,62910,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,79097,8,2023,North,106675,33.7782,76.5762
Andhra Pradesh,Kuchipudi,49653,9,2023,South,107420,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,90972,9,2023,Northeast,43116,28.218,94.7278
Assam,Assam Silk Weaving,60561,9,2023,Northeast,33523,26.2006,92.9376
Bihar,Manjusha Art,115655,9,2023,East,128336,25.0961,85.3131
Chhattisgarh,Godna Art,83868,9,2023,Central,108865,21.2787,81.8661
Goa,Dekni Dance,136331,9,2023,West,269765,15.2993,74.124
Gujarat,Garba,75635,9,2023,West,52163,22.2587,71.1924
Haryana,Phag Dance,95015,9,2023,North,195709,29.0588,76.0856
Himachal Pradesh,Kangra Painting,138423,9,2023,North,172764,31.1048,77.1734
Jharkhand,Chhau Dance,85008,9,2023,East,47674,23.6102,85.2799
Karnataka,Mysore Painting,169237,9,2023,South,128728,15.3173,75.7139
Kerala,Aranmula Kannadi,116606,9,2023,South,183059,10.8505,76.2711
Madhya Pradesh,Bagh Print,99729,9,2023,Central,110188,23.4733,77.947
Maharashtra,Lavani Dance,290275,9,2023,West,393727,19.7515,75.7139
Manipur,Phanek Weaving,45484,9,2023,Northeast,70087,24.6637,93.9063
Meghalaya,Nongkrem Dance,49263,9,2023,Northeast,44002,25.467,91.3662
Mizoram,Puanchei Textiles,33089,9,2023,Northeast,35398,23.1645,92.9376
Nagaland,Hornbill Festival Dances,38024,9,2023,Northeast,55005,26.1584,94.5624
Odisha,Pattachitra,105014,9,2023,East,51908,20.9517,85.0985
Punjab,Jutti Making,99360,9,2023,North,91637,31.1471,75.3412
Rajasthan,Blue Pottery,265189,9,2023,North,143814,27.0238,74.2179
Sikkim,Mask Dance,48704,9,2023,Northeast,32293,27.533,88.5122
Tamil Nadu,Tanjore Painting,160441,9,2023,South,233982,11.1271,78.6569
Telangana,Bidri Craft,109448,9,2023,South,134424,18.1124,79.0193
Tripura,Hojagiri Dance,108659,9,2023,Northeast,71542,23.9408,91.9882
Uttar Pradesh,Chikankari,187462,9,2023,North,357332,26.8467,80.9462
Uttarakhand,Ringal Craft,87617,9,2023,North,78158,30.0668,79.0193
West Bengal,Kantha Stitch,160791,9,2023,East,275236,22.9868,87.855
Delhi,Kathak Dance,70455,9,2023,North,107881,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,144332,9,2023,North,194300,33.7782,76.5762
Andhra Pradesh,Kalamkari,141106,10,2023,South,140111,15.9129,79.74
Arunachal Pradesh,Monpa Mask,63315,10,2023,Northeast,72962,28.218,94.7278
Assam,Sattriya Dance,105866,10,2023,Northeast,122114,26.2006,92.9376
Bihar,Sujni Embroidery,106223,10,2023,East,253523,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,115750,10,2023,Central,146547,21.2787,81.8661
Goa,Goan Lacework,126061,10,2023,West,247608,15.2993,74.124
Gujarat,Patola Weaving,165944,10,2023,West,108167,22.2587,71.1924
Haryana,Charpai Weaving,142641,10,2023,North,94904,29.0588,76.0856
Himachal Pradesh,Kangra Painting,151391,10,2023,North,95708,31.1048,77.1734
Jharkhand,Chhau Dance,111829,10,2023,East,102848,23.6102,85.2799
Karnataka,Yakshagana,322737,10,2023,South,387246,15.3173,75.7139
Kerala,Aranmula Kannadi,282138,10,2023,South,698071,10.8505,76.2711
Madhya Pradesh,Bagh Print,113853,10,2023,Central,76200,23.4733,77.947
Maharashtra,Warli Painting,221419,10,2023,West,127579,19.7515,75.7139
Manipur,Manipuri Dance,66962,10,2023,Northeast,43280,24.6637,93.9063
Meghalaya,Garo Wangala Dance,94113,10,2023,Northeast,104520,25.467,91.3662
Mizoram,Mizo Bamboo Dance,44949,10,2023,Northeast,39480,23.1645,92.9376
Nagaland,Wood Carving,73924,10,2023,Northeast,97848,26.1584,94.5624
Odisha,Odissi Dance,111837,10,2023,East,64754,20.9517,85.0985
Punjab,Bhangra,142271,10,2023,North,85643,31.1471,75.3412
Rajasthan,Blue Pottery,185969,10,2023,North,263932,27.0238,74.2179
Sikkim,Thangka Painting,53515,10,2023,Northeast,85613,27.533,88.5122
Tamil Nadu,Tanjore Painting,200243,10,2023,South,184102,11.1271,78.6569
Telangana,Nirmal Paintings,170290,10,2023,South,268569,18.1124,79.0193
Tripura,Risa Textile Weaving,48615,10,2023,Northeast,33741,23.9408,91.9882
Uttar Pradesh,Kathak Dance,173340,10,2023,North,147276,26.8467,80.9462
Uttarakhand,Aipan Art,138903,10,2023,North,190180,30.0668,79.0193
West Bengal,Patachitra,151767,10,2023,East,277442,22.9868,87.855
Delhi,Zardozi Work,90315,10,2023,North,85914,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,150915,10,2023,North,219151,33.7782,76.5762
Andhra Pradesh,Kuchipudi,139448,11,2023,South,175086,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,50586,11,2023,Northeast,59363,28.218,94.7278
Assam,Bihu Dance,89986,11,2023,Northeast,72124,26.2006,92.9376
Bihar,Madhubani Painting,74073,11,2023,East,53970,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,103359,11,2023,Central,121737,21.2787,81.8661
Goa,Goan Lacework,245314,11,2023,West,298313,15.2993,74.124
Gujarat,Patola Weaving,85119,11,2023,West,97646,22.2587,71.1924
Haryana,Charpai Weaving,60808,11,2023,North,106170,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,190424,11,2023,North,170797,31.1048,77.1734
Jharkhand,Sohrai Painting,114568,11,2023,East,97953,23.6102,85.2799
Karnataka,Bidri Ware,172990,11,2023,South,106918,15.3173,75.7139
Kerala,Mohiniyattam,224207,11,2023,South,381276,10.8505,76.2711
Madhya Pradesh,Gond Art,264390,11,2023,Central,337954,23.4733,77.947
Maharashtra,Lavani Dance,194337,11,2023,West,99152,19.7515,75.7139
Manipur,Manipuri Dance,43004,11,2023,Northeast,64007,24.6637,93.9063
Meghalaya,Garo Wangala Dance,29781,11,2023,Northeast,17813,25.467,91.3662
Mizoram,Cheraw Dance,57713,11,2023,Northeast,52896,23.1645,92.9376
Nagaland,Hornbill Festival Dances,104054,11,2023,Northeast,159617,26.1584,94.5624
Odisha,Odissi Dance,69371,11,2023,East,101211,20.9517,85.0985
Punjab,Bhangra,87117,11,2023,North,200019,31.1471,75.3412
Rajasthan,Miniature Painting,244339,11,2023,North,460025,27.0238,74.2179
Sikkim,Mask Dance,65422,11,2023,Northeast,53703,27.533,88.5122
Tamil Nadu,Bharatanatyam,158361,11,2023,South,354039,11.1271,78.6569
Telangana,Bidri Craft,187419,11,2023,South,136044,18.1124,79.0193
Tripura,Hojagiri Dance,42622,11,2023,Northeast,51090,23.9408,91.9882
Uttar Pradesh,Chikankari,170152,11,2023,North,372875,26.8467,80.9462
Uttarakhand,Choliya Dance,82779,11,2023,North,64962,30.0668,79.0193
West Bengal,Durga Puja Art,97657,11,2023,East,64262,22.9868,87.855
Delhi,Kathak Dance,394344,11,2023,North,418529,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,173307,11,2023,North,91977,33.7782,76.5762
Andhra Pradesh,Kuchipudi,153030,12,2023,South,209330,15.9129,79.74
Arunachal Pradesh,Monpa Mask,45682,12,2023,Northeast,84174,28.218,94.7278
Assam,Assam Silk Weaving,71642,12,2023,Northeast,109185,26.2006,92.9376
Bihar,Manjusha Art,66383,12,2023,East,143661,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,182900,12,2023,Central,133104,21.2787,81.8661
Goa,Goan Lacework,181311,12,2023,West,205602,15.2993,74.124
Gujarat,Garba,156526,12,2023,West,196100,22.2587,71.1924
Haryana,Phag Dance,145947,12,2023,North,83292,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,390543,12,2023,North,349723,31.1048,77.1734
Jharkhand,Sohrai Painting,47838,12,2023,East,88460,23.6102,85.2799
Karnataka,Yakshagana,196729,12,2023,South,235546,15.3173,75.7139
Kerala,Mohiniyattam,188808,12,2023,South,287789,10.8505,76.2711
Madhya Pradesh,Bagh Print,146144,12,2023,Central,288284,23.4733,77.947
Maharashtra,Paithani Sarees,121103,12,2023,West,79235,19.7515,75.7139
Manipur,Manipuri Dance,49110,12,2023,Northeast,32609,24.6637,93.9063
Meghalaya,Nongkrem Dance,61430,12,2023,Northeast,70210,25.467,91.3662
